window	gate_status	branch	execution_bias	execution_score	decision_hint	execution_readiness	prediction_vote_score	hybrid_transition_hazard	duration_remaining_expected_bars	branch_probability	path_ranker_score_used_by_execution_tree	path_ranker_score_visible_to_execution_tree	ranker_score_path_id	ranker_score_runtime_source	ranker_score_raw_path_score	ranker_score_calibrated_path_prob	ranker_score_path_prob_lower_bound	ranker_score_execution_gate_status	path_ranker_runtime_source	path_ranker_model_family	ranker_validation_ready	readiness_gap_to_observe	readiness_gap_to_ready	top_positive_feature	top_positive_contribution	top_negative_feature	top_negative_contribution	pythagorean_overstretch	ising_phase_transition_risk	spectral_entropy	dominant_cycle_energy	cycle_phase_alignment	consumer_reason
313	observe	transition_guardrail	guarded	0.557015	execution_guarded_due_to_low_remaining_regime_duration	0.393500	0.545900	0.599000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.056500	0.256500	dominant_cycle_energy	0.505745	cycle_phase_alignment	-0.502370		0.255700	0.342500	0.655700	-0.502400	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
314	observe	transition_guardrail	guarded	0.549753	execution_guarded_due_to_low_remaining_regime_duration	0.373800	0.542100	0.571000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.076200	0.276200	ising_phase_transition_risk	0.418452	cycle_phase_alignment	-0.744787	1.000000	0.281500			-0.744800	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
315	observe	transition_guardrail	guarded	0.512538	execution_guarded_due_to_low_remaining_regime_duration	0.277200	0.541200	0.622000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.172800	0.372800	pythagorean_overstretch	0.607563	branch_probability	-0.500000	0.092400	0.291300	0.597400			market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
316	observe	transition_guardrail	guarded	0.552822	execution_guarded_due_to_low_remaining_regime_duration	0.426900	0.543500	0.603000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.023100	0.223100	pythagorean_overstretch	0.697899	branch_probability	-0.500000	0.002100	0.292300	0.569500		0.346800	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
317	observe	transition_guardrail	guarded	0.445953	execution_guarded_due_to_low_remaining_regime_duration	0.257300	0.547100	0.534000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.192700	0.392700	cycle_phase_alignment	0.680900	branch_probability	-0.500000		0.281500	0.272900	0.752700	0.680900	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
318	observe	transition_guardrail	guarded	0.559402	execution_guarded_due_to_low_remaining_regime_duration	0.418600	0.547200	0.683000	0.455000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.031400	0.231400	dominant_cycle_energy	0.650650	branch_probability	-0.500000		0.235600	0.251900	0.800700	-0.499500	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
319	observe	transition_guardrail	guarded	0.563462	execution_guarded_due_to_low_remaining_regime_duration	0.434300	0.549000	0.669000	0.350000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.015700	0.215700	dominant_cycle_energy	0.585532	cycle_phase_alignment	-0.828019		0.278200	0.313200	0.735500	-0.828000	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
320	observe	wait_for_reversion	passive	0.614925	execution_observe_with_medium_prediction	0.519300	0.557400			1.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.130700	dominant_cycle_energy	0.506096	cycle_phase_alignment	-0.999535		0.281500	0.391500	0.656100	-0.999500	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/wait_for_reversion/passive | ranker=unknown/unknown/not_ready
321	observe	transition_guardrail	guarded	0.446869	execution_guarded_due_to_high_transition_hazard	0.337800	0.547500	0.629000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.112200	0.312200	dominant_cycle_energy	0.559557	cycle_phase_alignment	-0.826429		0.363000	0.302600	0.709600	-0.826400	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
322	blocked	block_crowded	skip	0.436439	execution_blocked_regardless_of_prediction	0.278500	0.542100			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.171500	0.371500	spectral_entropy	0.487553	branch_probability	-0.500000		0.363300	0.312400	0.612600		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
323	blocked	block_crowded	skip	0.446475	execution_blocked_regardless_of_prediction	0.317000	0.547000			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.133000	0.333000	cycle_phase_alignment	0.504380	branch_probability	-0.500000		0.273500	0.434900		0.504400	market_state=TrendExpansion/BullTrendExhaustion | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
324	observe	wait_for_reversion	passive	0.567797	execution_observe_with_medium_prediction	0.456400	0.551000		1.750000	1.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.193600	dominant_cycle_energy	0.517919				0.255700	0.326500	0.667900	0.395700	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/wait_for_reversion/passive | ranker=unknown/unknown/not_ready
325	observe	transition_guardrail	guarded	0.455670	execution_guarded_due_to_low_remaining_regime_duration	0.297900	0.551600	0.545000	0.750000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.152100	0.352100	ising_phase_transition_risk	0.411708	branch_probability	-0.500000		0.288300	0.496200	0.506000		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
326	observe	transition_guardrail	guarded	0.570427	execution_guarded_due_to_low_remaining_regime_duration	0.441100	0.552400	0.680000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.008900	0.208900	dominant_cycle_energy	0.638437	branch_probability	-0.500000	1.000000	0.297700	0.230700	0.788400		market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
327	observe	transition_guardrail	guarded	0.559420	execution_guarded_due_to_low_remaining_regime_duration	0.453100	0.547000	0.675000	0.000000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.196900	dominant_cycle_energy	0.532404	cycle_phase_alignment	-0.646813	1.000000	0.264200	0.346300	0.682400	-0.646800	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
328	observe	transition_guardrail	guarded	0.554612	execution_guarded_due_to_low_remaining_regime_duration	0.427500	0.544400	0.576000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.022500	0.222500	pythagorean_overstretch	0.447899	cycle_phase_alignment	-0.549354	0.252100	0.267000	0.545200		-0.549400	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
329	observe	transition_guardrail	guarded	0.553319	execution_guarded_due_to_low_remaining_regime_duration	0.392000	0.544100	0.547000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.058000	0.258000	cycle_phase_alignment	0.479215	branch_probability	-0.500000	0.237400	0.281900	0.507000		0.479200	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
330	observe	transition_guardrail	guarded	0.559365	execution_guarded_due_to_low_remaining_regime_duration	0.375200	0.546900	0.474000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.074800	0.274800	ising_phase_transition_risk	0.424661	branch_probability	-0.500000		0.275300	0.435800	0.399900		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
331	observe	transition_guardrail	guarded	0.575019	execution_guarded_due_to_low_remaining_regime_duration	0.394300	0.554900	0.635000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.055700	0.255700	pythagorean_overstretch	0.561345	branch_probability	-0.500000	0.138700	0.293300	0.589400			market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
332	observe	transition_guardrail	guarded	0.546113	execution_guarded_due_to_low_remaining_regime_duration	0.414500	0.540500	0.651000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.035500	0.235500	cycle_phase_alignment	0.713647	branch_probability	-0.500000		0.269400	0.585300		0.713600	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
333	observe	transition_guardrail	guarded	0.561027	execution_guarded_due_to_low_remaining_regime_duration	0.415600	0.548000	0.592000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.034400	0.234400	dominant_cycle_energy	0.527446	branch_probability	-0.500000		0.292500	0.315900	0.677400		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
334	observe	transition_guardrail	guarded	0.549790	execution_guarded_due_to_low_remaining_regime_duration	0.416300	0.542500	0.680000	0.350000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.033700	0.233700	ising_phase_transition_risk	0.438657	cycle_phase_alignment	-0.635940		0.261300	0.433900	0.575300	-0.635900	market_state=RangeConsolidation/Accumulation | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
335	observe	transition_guardrail	guarded	0.563384	execution_guarded_due_to_low_remaining_regime_duration	0.460000	0.548700	0.682000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.190000	cycle_phase_alignment	0.850282	branch_probability	-0.500000	0.163900	0.261100	0.526200		0.850300	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
336	blocked	block_crowded	skip	0.451196	execution_blocked_regardless_of_prediction	0.309700	0.549400			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.140300	0.340300	dominant_cycle_energy	0.611413	branch_probability	-0.500000		0.282100	0.254600	0.761400		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
337	observe	transition_guardrail	guarded	0.565877	execution_guarded_due_to_high_transition_hazard	0.321900	0.549900	0.602000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.128100	0.328100	ising_phase_transition_risk	0.444303	branch_probability	-0.500000		0.255700	0.471200		0.440300	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
338	blocked	block_crowded	skip	0.516612	execution_blocked_regardless_of_prediction	0.386500	0.557200			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.063500	0.263500	cycle_phase_alignment	0.588331	branch_probability	-0.500000		0.281500	0.258400	0.717600	0.588300	market_state=TrendExpansion/BullTrendExhaustion | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
339	blocked	block_crowded	skip	0.435399	execution_blocked_regardless_of_prediction	0.238700	0.541600			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.211300	0.411300	dominant_cycle_energy	0.559341	branch_probability	-0.500000		0.255700	0.274900	0.709300		market_state=TrendExpansion/BullTrendExhaustion | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
340	blocked	block_crowded	passive	0.452790	execution_blocked_regardless_of_prediction	0.336800	0.550400		1.850000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.113200	0.313200	dominant_cycle_energy	0.511402	branch_probability	-0.500000		0.288800	0.340200	0.661400	-0.344000	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
341	observe	transition_guardrail	guarded	0.567565	execution_guarded_due_to_low_remaining_regime_duration	0.413800	0.551500	0.602000	0.850000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.036200	0.236200	dominant_cycle_energy	0.560129	cycle_phase_alignment	-0.766375		0.289900	0.296000	0.710100	-0.766400	market_state=RangeConsolidation/Accumulation | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
342	observe	transition_guardrail	guarded	0.505101	execution_guarded_due_to_low_remaining_regime_duration	0.332400	0.544100	0.539000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.117600	0.317600	spectral_entropy	0.467697	branch_probability	-0.500000		0.264100	0.332300	0.465100		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
343	observe	transition_guardrail	guarded	0.563986	execution_guarded_due_to_low_remaining_regime_duration	0.320000	0.549500	0.612000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.130000	0.330000	ising_phase_transition_risk	0.444303	cycle_phase_alignment	-0.617169	1.000000	0.255700			-0.617200	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
